title,artist,weeks,peak_rank,date,peak_year
Hideaway,The Four Esquires,17.0,21.0,1958-09-17,1958
High Heel Sneakers,Jerry Lee Lewis,7.0,59.0,1965-08-25,1965
High Hopes,"Frank Sinatra ""and a bunch of kids""",17.0,30.0,1959-06-10,1959
High On A Hill,Scott English,5.0,77.0,1964-02-19,1964
High On Love,The Knickerbockers,3.0,94.0,1966-06-29,1966
High School Confidential,Jerry Lee Lewis And His Pumping Piano,2.0,63.0,1958-01-01,1958
High School U.S.A.,Tommy Facenda,13.0,28.0,1959-10-14,1959
Him Or Me - What's It Gonna Be?,Paul Revere & The Raiders,9.0,5.0,1967-04-26,1967
Hip City - Pt. 2,Jr. Walker & The All Stars,11.0,31.0,1968-08-07,1968
Hip Hug-Her,Booker T. & The MG's,13.0,37.0,1967-03-22,1967
Hippy Hippy Shake,The Swinging Blue Jeans,8.0,24.0,1964-03-04,1964
His Kiss,Betty Harris,4.0,89.0,1964-01-01,1964
History Repeats Itself,Buddy Starcher,7.0,39.0,1966-04-13,1966
Hit Record,Brook Benton,8.0,45.0,1962-05-02,1962
Hit The Road Jack,Ray Charles And His Orchestra With The Raelettes,13.0,1.0,1961-09-06,1961
Hitch Hike,Marvin Gaye,12.0,30.0,1963-01-09,1963
Hitch It To The Horse,The Fantastic Johnny C,9.0,34.0,1968-06-26,1968
Hitchcock Railway,Jose Feliciano,3.0,77.0,1968-10-09,1968
Hither And Thither And Yon,Brook Benton,6.0,58.0,1960-04-13,1960
Hobo Flats - Part I,Jimmy Smith,6.0,69.0,1963-05-08,1963
Hold Back The Tears,The Delacardos,5.0,78.0,1961-05-31,1961
Hold It,Bill Doggett,1.0,92.0,1958-11-05,1958
Hold Me,P.J. Proby,4.0,70.0,1964-09-02,1964
Hold Me Tight,Johnny Nash,15.0,5.0,1968-09-11,1968
"Hold Me, Thrill Me, Kiss Me",Mel Carter,15.0,8.0,1965-06-23,1965
Hold On,Radiants,9.0,68.0,1968-05-22,1968
Hold On I'm Coming,Chuck Jackson & Maxine Brown,4.0,91.0,1967-02-15,1967
Hold On! I'm A Comin',Sam & Dave,13.0,21.0,1966-04-20,1966
Hold What You've Got,Joe Tex,11.0,5.0,1964-12-16,1964
Hole In The Wall,The Packers,11.0,43.0,1965-11-10,1965
Holiday,Bee Gees,9.0,16.0,1967-09-27,1967
Holiday For Clowns,Brian Hyland,3.0,94.0,1967-05-24,1967
Holly Holy,Neil Diamond,10.0,6.0,1969-10-29,1969
Hollywood,Connie Francis,7.0,42.0,1961-09-20,1961
Holy Cow,Lee Dorsey,9.0,23.0,1966-10-19,1966
Homburg,Procol Harum,5.0,34.0,1967-10-25,1967
Home Cookin,Jr. Walker & The All Stars,6.0,42.0,1969-01-15,1969
Home Of The Brave,Jody Miller,9.0,25.0,1965-08-25,1965
Home To You,Earth Opera,1.0,97.0,1969-04-23,1969
Homeward Bound,Simon & Garfunkel,12.0,5.0,1966-02-09,1966
Honest I Do,The Innocents,10.0,28.0,1960-08-10,1960
Honestly And Truly,Tommy Edwards,8.0,65.0,1959-10-28,1959
Honey,Bobby Goldsboro,15.0,1.0,1968-03-20,1968
Honey (I Miss You),O.C. Smith,6.0,44.0,1969-02-05,1969
Honey Chile,Martha Reeves & The Vandellas,12.0,11.0,1967-11-15,1967
Honey Hush,Joe Turner,9.0,53.0,1959-12-23,1959
Honey Love,Narvel Felts,2.0,90.0,1960-02-03,1960
Honky Tonk '65,Lonnie Mack,5.0,78.0,1965-10-27,1965
Honky Tonk (Part 2),Bill Doggett,10.0,57.0,1961-01-25,1961
Honky Tonk Women,The Rolling Stones,15.0,1.0,1969-07-16,1969
Honky Train,Bill Black's Combo,2.0,92.0,1961-09-20,1961
Honky-Tonk Girl,Johnny Cash,1.0,92.0,1960-07-20,1960
Honky-Tonk Man,Johnny Horton,2.0,96.0,1962-03-28,1962
Honolulu Lulu,Jan & Dean,10.0,11.0,1963-09-04,1963
Hook And Sling-Part I,Eddie Bo,9.0,73.0,1969-07-30,1969
Hooka Tooka,Chubby Checker,14.0,17.0,1963-12-04,1963
Hooked On A Feeling,B.J. Thomas,16.0,5.0,1968-11-13,1968
Hoopa Hoola,Betty Johnson,5.0,56.0,1958-10-01,1958
Hooray For Hazel,Tommy Roe,13.0,6.0,1966-09-14,1966
Hooray For The Salvation Army Band,Bill Cosby,6.0,71.0,1967-11-29,1967
Hootenanny,The Glencoves,9.0,38.0,1963-06-12,1963
Hootenanny Saturday Night,The Brothers Four,3.0,89.0,1963-12-11,1963
Hop Scotch,Santo & Johnny,2.0,90.0,1961-04-12,1961
Hopeless,Andy Williams,11.0,13.0,1963-06-19,1963
Horse Fever,Cliff Nobles & Co.,5.0,68.0,1968-09-11,1968
Hot Cakes! 1st Serving,"Dave ""Baby"" Cortez",2.0,91.0,1963-04-10,1963
Hot Fun In The Summertime,Sly & The Family Stone,16.0,2.0,1969-08-06,1969
Hot Pastrami,The Dartells,11.0,11.0,1963-04-10,1963
Hot Pastrami With Mashed Potatoes - Part I,Joey Dee & the Starliters,7.0,36.0,1963-04-24,1963
Hot Pepper,Floyd Cramer,4.0,63.0,1962-07-04,1962
Hot Rod Lincoln,Charlie Ryan and the Timberline Riders,19.0,26.0,1960-05-04,1960
Hot Shot,The Buena Vistas,4.0,87.0,1966-06-29,1966
Hot Smoke & Sasafrass,The Bubble Puppy,12.0,14.0,1969-02-12,1969
Hotel Happiness,Brook Benton,12.0,3.0,1962-11-21,1962
Houdini,Walter Brennan,1.0,100.0,1962-08-01,1962
Hound Dog Man,Fabian,15.0,9.0,1959-11-11,1959
House Of Bamboo,Earl Grant,3.0,88.0,1960-03-23,1960
House Of The Rising Sun,The Animals,11.0,1.0,1964-08-05,1964
Houston,Dean Martin,9.0,21.0,1965-08-04,1965
How About That,Dee Clark,11.0,33.0,1959-12-02,1959
How Blue Can You Get,B.B. King And His Orchestra,2.0,97.0,1964-03-25,1964
How Can I Be Sure,The Young Rascals,11.0,4.0,1967-09-06,1967
How Can I Forget,Jimmy Holiday,9.0,57.0,1963-03-13,1963
How Can I Meet Her?,The Everly Brothers,3.0,75.0,1962-05-23,1962
How Can You Mistreat The One You Love,Jean & The Darlings,1.0,96.0,1967-08-23,1967
How Deep Is The Ocean,Miss Toni Fisher,2.0,93.0,1960-04-06,1960
How Do You Catch A Girl,Sam The Sham and the Pharaohs,8.0,27.0,1966-12-21,1966
How Do You Do It?,Gerry And The Pacemakers,11.0,9.0,1964-07-08,1964
"How Does That Grab You, Darlin'?",Nancy Sinatra,8.0,7.0,1966-04-20,1966
How High The Moon (Part 1),Ella Fitzgerald,5.0,76.0,1960-08-10,1960
How I Miss You Baby,Bobby Womack,2.0,93.0,1969-12-10,1969
How Is Julie?,The Lettermen,8.0,42.0,1962-05-09,1962
How Many Teardrops,Lou Christie,5.0,46.0,1963-07-17,1963
How Many Tears,Bobby Vee,4.0,63.0,1961-05-24,1961
How Much Can A Lonely Heart Stand,Skeeter Davis,1.0,92.0,1964-02-19,1964
How Much Is That Doggie In The Window,Baby Jane & The Rockabyes,7.0,69.0,1963-01-02,1963
How Nice It Is,Billy Stewart,2.0,97.0,1965-09-15,1965
How Sweet It Is (To Be Loved By You),Jr. Walker & The All Stars,11.0,18.0,1966-07-27,1966
How Sweet It Is To Be Loved By You,Marvin Gaye,14.0,6.0,1964-11-18,1964
How The Time Flies,Jerry Wallace,16.0,11.0,1958-08-13,1958
How To Handle A Woman,Johnny Mathis,3.0,64.0,1960-12-21,1960
How'd We Ever Get This Way,Andy Kim,12.0,21.0,1968-05-01,1968
Hully Gully Again,Little Caesar and The Romans,4.0,54.0,1961-08-02,1961
Hully Gully Baby,The Dovells,12.0,25.0,1962-08-08,1962
Hully Gully Guitar,Jerry Reed And The Hully Girlies,1.0,99.0,1962-10-10,1962
Human,Tommy Hunt,10.0,48.0,1961-08-30,1961
Humdinger,Freddy Cannon,4.0,59.0,1960-10-05,1960
Hung On You,The Righteous Brothers,7.0,47.0,1965-07-14,1965
Hung Up In Your Eyes,Brian Hyland,5.0,58.0,1967-02-15,1967
Hungry,Paul Revere & The Raiders Featuring Mark Lindsay,11.0,6.0,1966-06-15,1966
Hungry For Love,San Remo Golden Strings,10.0,27.0,1965-09-08,1965
Hurdy Gurdy Man,Donovan,12.0,5.0,1968-06-19,1968
Hurt,Timi Yuro,12.0,4.0,1965-12-29,1965
Hurt By Love,Inez Foxx,9.0,54.0,1964-04-22,1964
Hurt So Bad,Little Anthony And The Imperials,21.0,10.0,1969-05-28,1969
Hurtin' Inside,Brook Benton,4.0,78.0,1959-02-18,1959
Husbands And Wives,Roger Miller,7.0,26.0,1966-02-16,1966
Hush,Billy Joe Royal,10.0,4.0,1967-09-27,1967
"Hush, Hush, Sweet Charlotte",Patti Page,14.0,8.0,1965-04-21,1965
Hush-Hush,Jimmy Reed,2.0,75.0,1960-10-05,1960
Hushabye,The Mystics,15.0,20.0,1969-05-28,1969
Hypnotized,Linda Jones,12.0,21.0,1967-06-21,1967
I (Who Have Nothing),Ben E. King,12.0,29.0,1963-06-26,1963
I Adore Him,The Angels,7.0,25.0,1963-10-23,1963
I Ain't Gonna Eat Out My Heart Anymore,The Young Rascals,9.0,52.0,1965-12-22,1965
I Ain't Got To Love Nobody Else,The Masqueraders,5.0,57.0,1968-09-25,1968
I Ain't Never,Webb Pierce,14.0,24.0,1959-08-05,1959
I Am A Rock,Simon & Garfunkel,11.0,3.0,1966-05-04,1966
I Am A Witness,Tommy Hunt,5.0,71.0,1963-11-06,1963
I Am The Walrus,The Beatles,4.0,56.0,1967-12-06,1967
I Am Your Man,Bobby Taylor & The Vancouvers,3.0,85.0,1968-08-07,1968
I Apologize,Timi Yuro,3.0,72.0,1961-10-04,1961
I Believe,The Bachelors,8.0,33.0,1964-06-24,1964
I Believe I'll Love On,Jackie Wilson,2.0,96.0,1965-10-20,1965
I Believe I'm Gonna Make It,Joe Tex,5.0,67.0,1966-07-20,1966
I Believe In You,Robert & Johnny,2.0,93.0,1958-01-01,1958
I Believed It All,Pozo Seco Singers,1.0,96.0,1967-05-03,1967
I Call It Love,The Manhattans,3.0,96.0,1967-12-20,1967
I Can Hear Music,The Ronettes Featuring Veronica,10.0,24.0,1966-10-26,1966
I Can Make It With You,Jackie DeShannon,11.0,32.0,1966-09-07,1966
I Can Never Go Home Anymore,The Shangri-Las,11.0,6.0,1965-11-03,1965
I Can Remember,James & Bobby Purify,6.0,51.0,1968-04-24,1968
I Can See For Miles,The Who,11.0,9.0,1967-10-11,1967
I Can Sing A Rainbow/Love Is Blue,The Dells,10.0,22.0,1969-05-21,1969
I Can Take Or Leave Your Loving,Herman's Hermits,11.0,22.0,1968-01-10,1968
I Can't Be All Bad,Johnny Adams,2.0,89.0,1969-10-08,1969
I Can't Believe I'm Losing You,Frank Sinatra,5.0,60.0,1968-04-10,1968
I Can't Believe What You Say (For Seeing What You Do),Ike & Tina Turner,3.0,95.0,1964-09-30,1964
I Can't Believe You Love Me,Tammi Terrell,5.0,72.0,1966-01-05,1966
I Can't Control Myself,The Troggs,6.0,43.0,1966-10-12,1966
I Can't Dance To That Music You're Playin',Martha Reeves & The Vandellas,8.0,42.0,1968-08-07,1968
I Can't Do Enough,The Dells,2.0,98.0,1969-04-09,1969
I Can't Do It By Myself,Anita Bryant,2.0,87.0,1961-05-10,1961
I Can't Explain,The Who,2.0,93.0,1965-03-24,1965
I Can't Get Next To You,The Temptations,17.0,1.0,1969-08-13,1969
I Can't Get You Out Of My Heart,Al Martino,11.0,44.0,1959-05-13,1959
I Can't Give You Anything But Love,Bert Kaempfert And His Orchestra,1.0,100.0,1966-10-12,1966
I Can't Go On Livin' Baby Without You,Nino Tempo & April Stevens,2.0,86.0,1967-07-19,1967
I Can't Grow Peaches On A Cherry Tree,Just Us,11.0,34.0,1966-03-09,1966
I Can't Hear You,Betty Everett,5.0,66.0,1964-06-24,1964
I Can't Help It,Adam Wade,7.0,64.0,1960-06-15,1960
I Can't Help It (If I'm Still In Love With You),Johnny Tillotson,9.0,24.0,1968-12-25,1968
I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,14.0,1.0,1965-05-12,1965
I Can't Let Go,The Hollies,10.0,42.0,1966-03-16,1966
I Can't Make It Alone,Bill Medley,7.0,63.0,1969-10-29,1969
I Can't Make It Anymore,Spyder Turner,2.0,95.0,1967-03-22,1967
I Can't Quit Her,The Arbors,5.0,67.0,1969-05-28,1969
I Can't Say Goodbye,The Fireflies Featuring Ritchie Adams,3.0,90.0,1962-02-21,1962
I Can't Say No To You,Betty Everett,4.0,78.0,1969-04-23,1969
I Can't See Myself Leaving You,Aretha Franklin,8.0,28.0,1969-04-16,1969
I Can't Sit Down,Marie & Rex,2.0,94.0,1959-03-04,1959
I Can't Stand It,Soul Sisters,9.0,46.0,1964-02-26,1964
I Can't Stand Myself (When You Touch Me),James Brown And The Famous Flames,9.0,28.0,1967-12-06,1967
I Can't Stay Away From You,The Impressions,4.0,80.0,1967-08-30,1967
I Can't Stay Mad At You,Skeeter Davis,13.0,7.0,1963-09-04,1963
I Can't Stop,The Honeycombs,7.0,48.0,1964-12-16,1964
I Can't Stop Dancing,Archie Bell & The Drells,10.0,9.0,1968-07-17,1968
I Can't Stop Loving You,Ray Charles,18.0,1.0,1963-05-29,1963
I Can't Stop Talking About You,Steve & Eydie,9.0,35.0,1963-12-18,1963
I Can't Stop Thinking Of You,Bobbi Martin,8.0,46.0,1965-03-10,1965
I Can't Take It,Mary Ann Fisher,3.0,92.0,1961-08-23,1961
I Can't Turn You Loose,The Chambers Brothers,8.0,37.0,1968-11-20,1968
I Can't Wait Until I See My Baby,Justine Washington,3.0,93.0,1964-03-18,1964
I Can't Work No Longer,Billy Butler & The Chanters,6.0,60.0,1965-06-30,1965
I Chose To Sing The Blues,Ray Charles & The Raelets,7.0,32.0,1966-08-31,1966
I Confess,New Colony Six,4.0,80.0,1966-02-16,1966
I Could Be So Good To You,Don And The Goodtimes,7.0,56.0,1967-04-19,1967
I Could Be So Happy,The Magnificent Men,1.0,93.0,1967-07-12,1967
I Could Have Danced All Night,Ben E. King,4.0,72.0,1963-10-30,1963
I Could Have Loved You So Well,Ray Peterson,8.0,57.0,1961-12-13,1961
I Could Never Be President,Johnnie Taylor,8.0,48.0,1969-08-06,1969
I Could Never Lie To You,The New Colony Six,8.0,50.0,1969-04-30,1969
I Could Never Love Another (After Loving You),The Temptations,10.0,13.0,1968-05-01,1968
I Couldn't Live Without Your Love,Petula Clark,9.0,9.0,1966-07-13,1966
I Count The Tears,The Drifters,11.0,17.0,1960-12-14,1960
I Cried,Joe Damiano,3.0,91.0,1963-08-14,1963
I Cried A Tear,LaVern Baker,21.0,6.0,1958-12-03,1958
I Cried My Last Tear,Ernie K-Doe,5.0,69.0,1961-11-01,1961
I Didn't Know What Time It Was,The Crampton Sisters,2.0,92.0,1964-02-05,1964
I Dig Girls,Bobby Rydell,6.0,46.0,1966-12-28,1966
I Dig Rock And Roll Music,"Peter, Paul & Mary",11.0,9.0,1967-08-16,1967
I Dig You Baby,Jerry Butler,9.0,60.0,1967-01-18,1967
I Do,The Marvelows,9.0,37.0,1965-05-12,1965
I Do Love You,Billy Stewart,13.0,26.0,1965-03-24,1965
I Don't Care (Just As Long As You Love Me),Buck Owens,3.0,92.0,1964-08-19,1964
I Don't Know,Ruth Brown,6.0,64.0,1959-10-07,1959
I Don't Know What It Is,The Bluenotes,9.0,61.0,1959-12-09,1959
I Don't Know What You've Got But It's Got Me - Part I,Little Richard,1.0,92.0,1965-11-24,1965
I Don't Know Why,Linda Scott,14.0,12.0,1961-10-25,1961
I Don't Like It Like That,The Bobbettes,4.0,72.0,1961-08-30,1961
I Don't Love You No More (I Don't Care About You),Jimmy Norman,8.0,47.0,1962-06-13,1962
I Don't Mind,James Brown And The Famous Flames,8.0,47.0,1961-05-10,1961
I Don't Need No Doctor,Ray Charles and his Orchestra,4.0,72.0,1966-11-23,1966
I Don't Need You Anymore,The Teddy Bears,1.0,98.0,1959-02-11,1959
I Don't Wanna Be A Loser,Lesley Gore,5.0,37.0,1964-05-20,1964
I Don't Wanna Lose You Baby,Chad & Jeremy,7.0,35.0,1965-08-04,1965
I Don't Want Nobody (To Have My Love But You),Ella Johnson With Buddy Johnson,3.0,78.0,1960-12-28,1960
"I Don't Want Nobody To Give Me Nothing (Open Up The Door, I'll Get It Mysel",James Brown,8.0,20.0,1969-04-02,1969
I Don't Want To Be Hurt Anymore,Nat King Cole,9.0,22.0,1964-04-22,1964
I Don't Want To Cry,Chuck Jackson,7.0,36.0,1969-02-12,1969
I Don't Want To Hear Anymore,Jerry Butler,2.0,95.0,1964-06-24,1964
I Don't Want To Lose You,Jackie Wilson,3.0,84.0,1967-03-01,1967
I Don't Want To See Tomorrow,Nat King Cole,9.0,34.0,1964-09-16,1964
I Don't Want To See You Again,Peter And Gordon,9.0,16.0,1964-09-30,1964
I Don't Want To Spoil The Party,The Beatles,6.0,39.0,1965-02-17,1965
I Don't Want To Take A Chance,Mary Wells,9.0,33.0,1961-07-12,1961
I Don't Want To Walk Without You,Phyllis McGuire,3.0,79.0,1964-12-02,1964
I Dreamed Of A Hill-Billy Heaven,Tex Ritter,12.0,20.0,1961-06-28,1961
I Fall To Pieces,Patsy Cline,20.0,12.0,1961-05-17,1961
I Feel A Sin Coming On,Solomon Burke,2.0,97.0,1966-04-06,1966
I Feel Fine,The Beatles,11.0,1.0,1964-12-02,1964
I Feel Good (I Feel Bad),The Lewis & Clarke Expedition,4.0,64.0,1967-08-23,1967
I Feel So Bad,Elvis Presley,9.0,5.0,1961-05-10,1961
I Fooled You This Time,Gene Chandler,8.0,45.0,1966-11-23,1966
I Forgot More Than You'll Ever Know,Sonny James,3.0,80.0,1960-01-13,1960
I Forgot To Be Your Lover,William Bell,9.0,45.0,1969-01-01,1969
I Fought The Law,Bobby Fuller Four,11.0,9.0,1966-01-26,1966
I Found A Girl,Jan & Dean,7.0,30.0,1965-10-13,1965
I Found A Love,The Falcons & Band (Ohio Untouchables),9.0,75.0,1962-03-28,1962
I Found A Love - Part 1,Wilson Pickett,6.0,32.0,1967-03-29,1967
I Found A Love Oh What A Love,Jo Ann & Troy,6.0,67.0,1964-12-09,1964
I Found A New Baby,Bobby Darin,1.0,90.0,1962-12-12,1962
I Found A True Love,Wilson Pickett,7.0,42.0,1968-09-18,1968
I Found Love,Jackie Wilson & Linda Hopkins,1.0,93.0,1962-04-18,1962
I Get Around,The Beach Boys,15.0,1.0,1964-05-20,1964
I Get The Sweetest Feeling,Jackie Wilson,8.0,34.0,1968-07-17,1968
I Go Ape,Neil Sedaka,8.0,42.0,1959-03-04,1959
I Go To Pieces,Peter And Gordon,11.0,9.0,1965-01-06,1965
I Got A Feeling,Ricky Nelson,17.0,10.0,1958-10-08,1958
I Got A Line On You,Spirit,12.0,25.0,1969-01-15,1969
I Got A Sure Thing,Ollie & The Nightingales,9.0,73.0,1968-04-03,1968
I Got A Wife,The Mark IV,12.0,24.0,1959-01-21,1959
I Got A Woman,Rick Nelson,7.0,48.0,1963-10-30,1963
I Got Rhythm,The Happenings,13.0,3.0,1967-04-05,1967
I Got Stripes,Johnny Cash,11.0,43.0,1959-07-29,1959
I Got Stung,Elvis Presley,16.0,8.0,1958-10-29,1958
I Got The Feelin',James Brown And The Famous Flames,12.0,6.0,1968-03-13,1968
I Got The Feelin' (Oh No No),Neil Diamond,8.0,16.0,1966-11-09,1966
I Got To Go Back (And Watch That Little Girl Dance),The McCoys,5.0,69.0,1967-01-04,1967
I Got To Handle It,The Capitols,4.0,74.0,1966-08-24,1966
I Got What I Wanted,Brook Benton,8.0,28.0,1963-03-13,1963
I Got What You Need,Kim Weston,1.0,99.0,1967-04-26,1967
I Got You (I Feel Good),James Brown And The Famous Flames,12.0,3.0,1965-11-10,1965
I Got You Babe,Sonny & Cher,14.0,1.0,1965-07-07,1965
I Gotta Dance To Keep From Crying,The Miracles,10.0,35.0,1963-11-20,1963
I Gotta Know,Elvis Presley With The Jordanaires,11.0,20.0,1960-11-09,1960
I Gotta Woman (Part One),Ray Charles and his Orchestra,3.0,79.0,1965-04-14,1965
I Guess I'll Always Love You,The Isley Brothers,7.0,61.0,1966-07-13,1966
"I Guess I'll Have To Cry, Cry, Cry",James Brown And The Famous Flames,6.0,55.0,1968-07-24,1968
I Guess I'm Crazy,Jim Reeves,5.0,82.0,1964-08-19,1964
I Guess The Lord Must Be In New York City,Nilsson,7.0,34.0,1969-10-29,1969
I Had A Dream,Paul Revere & The Raiders Featuring Mark Lindsay,9.0,17.0,1967-08-16,1967
I Had A Talk With My Man,Mitty Collier,10.0,41.0,1964-09-23,1964
I Had Too Much To Dream (Last Night),The Electric Prunes,14.0,11.0,1966-12-07,1966
I Have A Boyfriend,The Chiffons,10.0,36.0,1963-11-13,1963
I Have A Dream,"Rev. Martin Luther King, Jr.",4.0,88.0,1968-05-01,1968
I Have Dreamed,Chad & Jeremy,2.0,91.0,1965-10-27,1965
I Hear A Symphony,The Supremes,10.0,1.0,1965-10-27,1965
I Hear Trumpets Blow,The Tokens,8.0,30.0,1966-03-16,1966
I Hear You Knocking,Fats Domino,2.0,67.0,1961-11-29,1961
I Heard It Through The Grapevine,Gladys Knight And The Pips,17.0,1.0,1967-10-18,1967
I Heard It Thru The Grapevine,King Curtis & The Kingpins,3.0,83.0,1968-08-07,1968
I Idolize You,Ike & Tina Turner,4.0,82.0,1960-12-07,1960
I Just Can't Help It,Jackie Wilson,4.0,70.0,1962-07-04,1962
I Just Can't Say Goodbye,Bobby Rydell,1.0,94.0,1964-12-16,1964
I Just Don't Know What To Do With Myself,Dionne Warwick,8.0,26.0,1966-09-28,1966
I Just Don't Understand,Ann-Margret,12.0,17.0,1961-07-26,1961
I Just Thought You'd Like To Know,Johnny Cash And The Tennessee Two,1.0,85.0,1958-12-10,1958
I Keep Forgettin',Chuck Jackson,7.0,55.0,1962-08-29,1962
I Kneel At Your Throne,Joe Medlin,4.0,85.0,1959-03-04,1959
I Knew It All The Time,The Dave Clark Five,8.0,53.0,1964-04-22,1964
I Knew You When,Billy Joe Royal,11.0,14.0,1965-09-15,1965
I Know,Perry Como,9.0,47.0,1959-06-03,1959
I Know (You Don't Love Me No More),Barbara George,19.0,3.0,1961-11-08,1961
I Know A Place,Petula Clark,12.0,3.0,1965-03-17,1965
I Know I Know,"""Pookie"" Hudson",1.0,96.0,1963-05-22,1963
I Know One,Jim Reeves,2.0,82.0,1960-07-20,1960
I Know What God Is,Perry Como,2.0,81.0,1960-02-03,1960
I Know You Better Than That,Bobby Goldsboro,5.0,56.0,1966-05-11,1966
I Left My Heart In San Francisco,Tony Bennett,21.0,19.0,1962-08-08,1962
I Left My Heart In The Balcony,Linda Scott,8.0,74.0,1962-09-19,1962
I Lied To My Heart,The Enchanters,2.0,96.0,1961-03-01,1961
I Like It,Gerry And The Pacemakers,9.0,17.0,1964-09-23,1964
I Like It Like That,The Miracles,11.0,7.0,1965-06-16,1965
"I Like It Like That, Part 1",Chris Kenner,17.0,2.0,1961-05-24,1961
I Like The Way,Tommy James And The Shondells,7.0,25.0,1967-06-28,1967
I Like What You're Doing (To Me),Carla Thomas,11.0,49.0,1969-02-12,1969
I Live For The Sun,The Sunrays,10.0,51.0,1965-09-01,1965
I Looked At Heaven,Tommy Edwards,1.0,100.0,1959-08-19,1959
I Lost My Baby,Joey Dee,7.0,61.0,1962-10-31,1962
I Love An Angel,Little Bill and The Bluenotes,6.0,66.0,1959-06-17,1959
I Love How You Love Me,The Paris Sisters,15.0,5.0,1961-08-30,1961
I Love My Baby,Archie Bell & The Drells,3.0,94.0,1969-03-26,1969
I Love Onions,Susan Christie,8.0,63.0,1966-06-08,1966
I Love The Way You Love,Marv Johnson,13.0,9.0,1960-03-02,1960
I Love You,The Volume's,18.0,14.0,1962-04-25,1962
I Love You 1000 Times,The Platters,14.0,31.0,1966-04-27,1966
I Love You Because,Al Martino,16.0,3.0,1963-04-03,1963
I Love You Drops,Vic Dana,8.0,30.0,1966-05-04,1966
I Love You In The Same Old Way,Paul Anka,11.0,40.0,1960-07-27,1960
I Love You Madly,Fantastic Four,9.0,56.0,1968-09-18,1968
I Love You More And More Every Day,Al Martino,11.0,9.0,1964-01-29,1964
I Love You More Than Words Can Say,Otis Redding,3.0,78.0,1967-04-05,1967
I Love You So,Bobbi Martin,7.0,70.0,1965-05-26,1965
I Love You The Way You Are,Bobby Vinton,9.0,38.0,1962-08-08,1962
I Love You Yes I Do,Bull Moose Jackson,2.0,98.0,1961-09-06,1961
I Loved And I Lost,The Impressions,8.0,61.0,1968-07-17,1968
"I Loves You, Porgy",Nina Simone,15.0,18.0,1959-07-29,1959
I Make A Fool Of Myself,Frankie Valli,8.0,18.0,1967-08-23,1967
I May Not Live To See Tomorrow,Brian Hyland,7.0,69.0,1962-11-21,1962
I Met Her In Church,The Box Tops,6.0,37.0,1968-09-11,1968
I Miss You So,Paul Anka,9.0,33.0,1959-03-25,1959
I Missed Me,Jim Reeves,6.0,44.0,1960-11-09,1960
I Must Be Dreaming,Nat King Cole,4.0,69.0,1959-05-20,1959
I Must Be Seeing Things,Gene Pitney,7.0,31.0,1965-02-24,1965
I Need Love,Barbara Mason,2.0,98.0,1966-06-08,1966
I Need Some One,The Belmonts,4.0,75.0,1961-12-20,1961
I Need Somebody,? (Question Mark) & The Mysterians,10.0,22.0,1966-11-16,1966
I Need You,Rick Nelson,7.0,64.0,1962-12-19,1962
I Need You Now,100 Strings and Jono (Choir of 40 Voices),2.0,93.0,1960-03-23,1960
I Need You So,Chuck Jackson & Maxine Brown,1.0,98.0,1965-10-20,1965
I Need Your Love Tonight,Elvis Presley With The Jordanaires,13.0,4.0,1959-03-25,1959
I Need Your Lovin',Roy Hamilton,5.0,62.0,1959-04-15,1959
I Need Your Loving,Don Gardner And Dee Dee Ford,13.0,20.0,1962-05-30,1962
I Never Felt Like This,Jack Scott,4.0,78.0,1959-04-01,1959
I Never Knew,Clyde McPhatter,5.0,56.0,1961-07-26,1961
I Never Loved A Man (The Way I Love You),Aretha Franklin,11.0,9.0,1967-03-01,1967
I Only Have Eyes For You,The Flamingos,13.0,11.0,1966-06-15,1966
I Only Want To Be With You,Dusty Springfield,10.0,12.0,1964-01-22,1964
I Pity The Fool,Bobby Bland,7.0,46.0,1961-02-15,1961
I Promise To Wait My Love,Martha Reeves & The Vandellas,7.0,62.0,1968-04-17,1968
I Put A Spell On You,Alan Price Set,9.0,58.0,1968-11-06,1968
I Really Don't Want To Know,Tommy Edwards,13.0,18.0,1962-09-05,1962
I Really Love You,The Stereos,9.0,29.0,1965-11-03,1965
I Remember,Maurice Williams & The Zodiacs,3.0,86.0,1961-01-11,1961
I Remember You,Frank Ifield,11.0,5.0,1962-09-05,1962
"I Rise, I Fall",Johnny Tillotson,8.0,36.0,1964-04-29,1964
